channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
58,1,2610,5.87,0.897,True,159,sample3,PAW72062,5.878,0.515,12,1,1,14.867,0.66,38.919,47.593,56.854,-30,-40,-50,13.272,5.247,0.495,0,single_pore,0,6028,226,213.71,1.07,0,12.658,1,13,-177,6,38646,0,100.24,58.4,47443,0.0,0,10010,0,0,178,0
58,2,0,6.41,0.91,True,0,sample3,PAW72062,5.963,0.449,12,2,1,14.907,0.626,39.006,47.784,57.203,-30,-40,-50,12.732,5.287,0.503,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55058,0,106.58,60.9,55058,0.0,0,0,0,0,0,0
58,3,1041,12.99,0.918,True,36,sample3,PAW72062,4.644,0.756,12,4,1,13.118,1.272,36.168,44.703,54.537,-30,-40,-50,9.062,4.031,0.807,0,single_pore,0,1092,2228,214.54,1.16,0,12.658,1,13,-177,6,48891,0,99.92,59.8,51060,0.0,0,0,0,0,0,335
58,4,0,3.5,0.903,True,95,sample3,PAW72062,5.865,0.445,12,3,1,14.718,0.608,38.627,47.481,56.685,-30,-40,-50,12.71,5.167,0.504,0,single_pore,0,516,135,216.03,1.04,0,12.658,1,13,-177,6,55440,0,103.9,62.5,56051,0.0,0,0,0,0,0,323
59,1,0,3.2,0.912,True,0,sample3,PAW72062,5.847,0.542,12,2,1,14.884,0.613,38.972,47.929,57.206,-30,-40,-50,12.683,5.134,0.516,0,single_pore,0,311,15,214.81,1.11,0,12.658,1,13,-177,6,52515,0,105.26,63.2,52826,0.0,0,0,0,0,682,0
59,2,769,5.6,0.89,True,0,sample3,PAW72062,6.119,0.588,12,1,1,15.019,0.718,39.1,47.723,56.906,-30,-40,-50,13.795,5.31,0.611,0,single_pore,0,1448,1077,212.28,1.9,0,12.658,1,13,-177,6,52424,0,104.81,62.8,54641,0.0,0,0,0,0,0,0
59,3,0,4.98,0.911,True,0,sample3,PAW72062,5.453,0.56,12,3,1,14.433,0.565,38.41,47.269,56.626,-30,-40,-50,12.068,4.787,0.572,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55054,0,100.55,59.4,55054,0.0,0,0,0,0,0,0
59,4,0,-3.22,0.096,False,0,sample3,PAW72062,0.513,0.433,12,0,0,1.714,0.706,4.64,5.76,6.558,-30,-40,-50,18.395,0.47,0.383,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,46558,0,0,0,0
60,1,1045,4.47,0.901,True,45,sample3,PAW72062,5.682,0.468,12,1,1,14.648,0.672,38.792,47.574,56.803,-30,-40,-50,12.982,4.988,0.499,0,single_pore,0,1822,71,215.21,1.11,0,12.658,1,13,-177,6,51241,0,105.92,59.2,54153,0.0,0,22,0,0,66,0
60,2,0,-2.83,0.075,False,0,sample3,PAW72062,3.073,1.455,12,0,0,0.52,0.722,3.564,4.453,5.059,-30,-40,-50,17.622,1.999,0.675,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,19789,0,0,0,23686
60,3,0,4.81,0.903,True,0,sample3,PAW72062,5.35,0.47,12,2,1,14.232,0.632,38.228,47.015,56.283,-30,-40,-50,12.245,4.631,0.468,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55063,0,108.54,58.9,55063,0.0,0,0,0,0,0,0
60,4,0,2.19,0.013,False,0,sample3,PAW72062,0.025,0.303,12,0,0,1.2,1.296,0.426,0.45,0.693,-30,-40,-50,-8.0,0.602,0.755,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55094
61,1,0,-0.08,0.0,False,0,sample3,PAW72062,0.033,0.289,12,0,0,0.036,0.298,0.001,0.01,0.011,-30,-40,-50,-27.912,0.012,0.299,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55596
61,2,0,-0.36,0.001,False,0,sample3,PAW72062,-0.025,0.313,12,0,0,-0.032,0.323,-0.032,-0.021,-0.046,-30,-40,-50,-25.287,-0.016,0.309,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55266
61,3,0,-0.56,0.002,False,0,sample3,PAW72062,-0.277,0.372,12,0,0,-0.297,0.374,-0.306,-0.298,-0.346,-30,-40,-50,55.766,-0.271,0.375,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55169
61,4,0,-0.1,0.0,False,0,sample3,PAW72062,-0.166,0.352,12,0,0,-0.193,0.36,-0.248,-0.245,-0.252,-30,-40,-50,362.703,-0.18,0.356,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55145
62,1,0,-0.56,0.001,False,0,sample3,PAW72062,0.054,0.313,12,0,0,0.048,0.322,-0.032,-0.017,-0.058,-30,-40,-50,-29.225,0.05,0.319,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55165
62,2,0,-0.09,0.001,False,0,sample3,PAW72062,0.058,0.317,12,0,0,0.038,0.32,0.019,0.038,0.048,-30,-40,-50,-16.613,0.049,0.319,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55191
62,3,0,-0.19,0.001,False,0,sample3,PAW72062,-0.384,0.331,12,0,0,-0.392,0.33,-0.371,-0.367,-0.382,-30,-40,-50,300.331,-0.368,0.333,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55330
62,4,0,0.53,0.003,False,0,sample3,PAW72062,-0.215,0.344,12,0,0,-0.208,0.344,-0.194,-0.251,-0.255,-30,-40,-50,21.122,-0.171,0.344,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55190
63,1,0,-0.08,0.006,False,0,sample3,PAW72062,-0.714,0.351,12,0,0,-0.645,0.346,-0.297,-0.236,-0.183,-30,-40,-50,-81.803,-0.774,0.35,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55164
63,2,405,23.13,0.641,True,156,sample3,PAW72062,4.314,0.503,12,0,0,11.111,0.642,27.72,32.969,40.531,-30,-40,-50,12.107,3.956,0.534,0,unavailable,0,175,13804,172.28,1.72,0,12.658,1,13,-177,6,1442,0,132.35,37.3,2178,0.0,0,15908,0,0,20743,0
63,3,0,-0.2,0.008,False,0,sample3,PAW72062,-0.998,0.333,12,0,0,-0.968,0.342,-0.678,-0.587,-0.516,-30,-40,-50,-112.922,-1.005,0.332,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55494
63,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
64,1,0,-106.53,3.889,False,0,sample3,PAW72062,31.158,1.398,12,0,0,86.607,3.211,228.611,272.829,306.394,-30,-40,-50,28.808,26.222,1.351,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
64,2,0,6.81,0.649,True,56,sample3,PAW72062,5.317,0.451,12,0,0,11.883,0.642,30.48,36.633,43.467,-30,-40,-50,16.712,4.506,0.586,0,unavailable,0,0,40489,,,0,12.658,1,13,-177,6,0,0,,,56,0.0,0,14385,0,0,4079,0
64,3,0,3.54,0.899,True,0,sample3,PAW72062,5.496,0.561,12,1,1,14.375,0.9,38.454,47.27,56.44,-30,-40,-50,12.688,4.907,0.541,0,single_pore,0,883,24,213.7,0.87,0,12.658,1,13,-177,6,54260,0,110.09,61.5,55143,0.0,0,0,0,0,0,0
64,4,0,-34.31,0.124,False,0,sample3,PAW72062,2.883,1.034,12,0,0,9.525,2.167,22.869,25.826,25.352,-30,-40,-50,81.489,2.261,0.957,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,5000,15015,88.73,33.9,5000,0.0,0,26583,0,0,0,0
65,1,0,2.48,0.898,True,0,sample3,PAW72062,5.237,0.56,12,1,1,14.061,0.728,38.095,46.951,56.055,-30,-40,-50,12.373,4.413,0.491,0,single_pore,0,1533,5,213.88,0.94,0,12.658,1,13,-177,6,53360,0,108.31,60.8,54893,0.0,0,0,0,0,0,0
65,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
65,3,0,2.28,0.899,True,0,sample3,PAW72062,4.865,0.639,12,2,1,13.701,0.741,37.466,46.339,55.44,-30,-40,-50,11.644,4.16,0.532,0,single_pore,0,0,10009,,,0,12.658,1,13,-177,6,25028,3119,106.75,61.9,25028,0.0,0,10008,0,0,5000,0
65,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
66,1,0,-1.44,0.01,False,0,sample3,PAW72062,0.309,0.396,12,0,0,0.43,0.407,0.789,0.959,0.985,-30,-40,-50,38.784,0.251,0.39,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55334
66,2,0,7.12,0.871,True,0,sample3,PAW72062,4.892,0.763,12,3,1,13.509,1.139,37.186,45.538,54.602,-30,-40,-50,12.538,4.133,0.69,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55044,0,105.3,58.6,55044,0.0,0,0,0,0,0,0
66,3,0,5.6,0.897,True,0,sample3,PAW72062,5.567,0.5,12,1,1,14.437,0.728,38.579,47.265,56.511,-30,-40,-50,12.907,4.759,0.576,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55059,0,103.62,61.3,55059,0.0,0,0,0,0,0,0
66,4,0,2.79,0.899,True,14,sample3,PAW72062,5.574,0.581,12,2,1,14.331,0.819,38.462,47.312,56.441,-30,-40,-50,12.73,4.867,0.565,0,single_pore,0,60,50,214.13,0.93,0,12.658,1,13,-177,6,57773,0,107.69,62.1,57847,0.0,0,0,0,0,0,0
67,1,988,2.3,0.904,True,155,sample3,PAW72062,5.517,0.43,12,2,1,14.435,0.567,38.488,47.409,56.56,-30,-40,-50,12.549,4.756,0.549,0,single_pore,0,5685,9,214.82,1.06,0,12.658,1,13,-177,6,49911,0,93.63,61.5,56739,0.0,0,0,0,0,2471,0
67,2,740,3.32,0.905,True,0,sample3,PAW72062,5.499,0.51,12,3,1,14.422,0.605,38.32,47.204,56.42,-30,-40,-50,12.276,4.805,0.564,0,single_pore,0,456,50,216.01,1.05,0,12.658,1,13,-177,6,55034,0,106.63,61.2,56230,0.0,0,0,0,0,0,0
67,3,0,26.12,0.656,True,0,sample3,PAW72062,3.974,0.707,12,0,0,10.404,1.776,29.134,34.385,42.248,-30,-40,-50,13.066,3.598,0.544,0,unavailable,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,43494,0,0,0,0
67,4,1740,3.07,0.892,True,159,sample3,PAW72062,5.226,0.594,12,1,1,13.994,0.779,38.224,46.993,56.069,-30,-40,-50,12.777,4.52,0.618,0,single_pore,0,4337,0,212.64,1.02,0,12.658,1,13,-177,6,35044,0,105.66,63.5,41280,0.0,0,15015,0,0,0,0
68,1,0,2.76,0.904,True,0,sample3,PAW72062,5.179,0.603,12,2,1,14.203,0.643,38.217,47.115,56.289,-30,-40,-50,12.239,4.507,0.39,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55090,0,106.71,61.3,55090,0.0,0,0,0,0,0,0
68,2,0,4.02,0.904,True,0,sample3,PAW72062,5.126,0.592,12,3,1,14.112,0.722,38.072,46.915,56.16,-30,-40,-50,12.014,4.52,0.373,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,20047,0,103.89,63.2,20047,0.0,0,23620,0,0,0,0
68,3,2021,4.22,0.9,True,95,sample3,PAW72062,4.736,0.443,12,4,1,13.676,0.688,37.703,46.493,55.705,-30,-40,-50,11.8,4.235,0.41,0,single_pore,0,4585,111,212.76,1.11,0,12.658,1,13,-177,6,46656,0,105.01,58.7,53357,0.0,0,0,0,0,0,0
68,4,0,4.03,0.891,True,0,sample3,PAW72062,4.963,0.521,12,1,1,13.884,0.639,37.942,46.646,55.753,-30,-40,-50,12.521,4.415,0.396,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55096,0,104.49,63.1,55096,0.0,0,0,0,0,0,0
69,1,198,4.33,0.902,True,0,sample3,PAW72062,5.555,0.519,12,3,1,14.498,0.589,38.325,47.127,56.362,-30,-40,-50,12.406,4.702,0.586,0,single_pore,0,521,0,214.26,0.87,0,12.658,1,13,-177,6,55313,0,110.8,61.8,56032,0.0,0,0,0,0,0,0
69,2,0,4.59,0.896,True,0,sample3,PAW72062,5.579,0.484,12,2,1,14.387,0.755,38.22,46.946,56.131,-30,-40,-50,12.581,4.744,0.609,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55085,0,106.54,62.7,55085,0.0,0,0,0,0,0,0
69,3,0,2.88,0.898,True,0,sample3,PAW72062,5.137,0.574,12,4,1,13.844,0.759,37.592,46.428,55.552,-30,-40,-50,11.804,4.308,0.498,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55062,0,96.1,63.0,55062,0.0,0,0,0,0,0,0
69,4,0,4.91,0.893,True,0,sample3,PAW72062,5.476,0.472,12,1,1,14.242,0.649,38.408,47.088,56.259,-30,-40,-50,12.927,4.646,0.522,0,single_pore,0,127,3,212.35,1.37,0,12.658,1,13,-177,6,55050,0,104.88,59.7,55177,0.0,0,0,0,0,1204,0
70,1,1517,4.9,0.889,True,96,sample3,PAW72062,5.17,0.6,12,1,1,14.18,0.616,38.209,46.857,55.995,-30,-40,-50,12.86,4.595,0.421,0,single_pore,0,4075,69,212.05,0.98,0,12.658,1,13,-177,6,50088,0,105.38,63.2,55776,0.0,0,289,0,0,0,0
70,2,2303,4.12,0.888,True,138,sample3,PAW72062,5.023,0.684,12,2,1,13.871,0.965,37.682,46.353,55.436,-30,-40,-50,12.362,4.462,0.538,0,single_pore,0,4067,303,214.57,0.94,0,12.658,1,13,-177,6,45047,0,96.06,59.0,51555,0.0,0,0,0,0,467,0
70,3,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
70,4,0,6.48,0.898,True,0,sample3,PAW72062,4.98,0.588,12,3,1,13.84,0.658,37.595,46.247,55.547,-30,-40,-50,11.741,4.457,0.485,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55040,0,101.45,63.5,55040,0.0,0,0,0,0,0,0
71,1,0,-0.11,0.001,False,0,sample3,PAW72062,0.051,0.329,12,0,0,0.04,0.331,0.031,0.047,0.052,-30,-40,-50,-2.188,0.087,0.319,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55178
71,2,0,0.33,0.001,False,0,sample3,PAW72062,0.027,0.336,12,0,0,0.05,0.327,0.048,0.021,0.027,-30,-40,-50,-56.716,0.035,0.331,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55226
71,3,0,0.02,0.0,False,0,sample3,PAW72062,-0.358,0.347,12,0,0,-0.291,0.348,-0.302,-0.306,-0.308,-30,-40,-50,941.429,-0.258,0.354,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55238
71,4,0,0.38,0.001,False,0,sample3,PAW72062,-0.229,0.353,12,0,0,-0.186,0.36,-0.17,-0.197,-0.186,-30,-40,-50,40.0,-0.181,0.359,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55197
72,1,0,-0.43,0.002,False,0,sample3,PAW72062,0.048,0.353,12,0,0,0.049,0.36,0.009,0.011,-0.03,-30,-40,-50,-38.784,0.043,0.353,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55175
72,2,0,-0.12,0.002,False,0,sample3,PAW72062,0.061,0.361,12,0,0,0.053,0.35,0.025,0.013,-0.011,-30,-40,-50,-44.821,0.047,0.352,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55198
72,3,0,0.26,0.0,False,0,sample3,PAW72062,-0.27,0.339,12,0,0,-0.295,0.353,-0.315,-0.326,-0.311,-30,-40,-50,-145.193,-0.283,0.345,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55246
72,4,0,0.28,0.001,False,0,sample3,PAW72062,-0.161,0.341,12,0,0,-0.155,0.352,-0.083,-0.104,-0.097,-30,-40,-50,17.959,-0.144,0.337,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55359
73,1,0,0.88,0.004,False,0,sample3,PAW72062,-0.772,0.403,12,0,0,-0.726,0.38,-0.488,-0.488,-0.4,-30,-40,-50,-118.182,-0.704,0.371,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55167
73,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
73,3,0,-2.93,0.007,False,0,sample3,PAW72062,-0.402,0.328,12,0,0,-0.395,0.336,-0.272,-0.193,-0.407,-30,-40,-50,-23.246,-0.427,0.325,0,zero,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,55279
73,4,0,-3.55,2.073,False,0,sample3,PAW72062,8.889,0.556,12,0,0,30.654,0.738,87.975,108.881,129.432,-30,-40,-50,12.469,6.886,0.588,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
74,1,1020,3.21,1.257,False,0,sample3,PAW72062,5.276,0.692,12,1,1,18.665,1.07,58.097,70.504,83.232,-30,-40,-50,16.182,4.609,0.646,0,single_pore,0,1383,7873,240.19,1.73,0,12.658,1,13,-177,6,38169,0,127.32,62.5,40572,0.0,0,4903,0,0,3520,0
74,2,0,,,False,0,sample3,PAW72062,165.25,1.846,12,0,0,,,,,,-30,-40,-50,,97.502,1.807,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
74,3,0,,,False,0,sample3,PAW72062,12.042,0.688,12,0,0,76.948,1.606,240.337,298.859,,-30,-40,-50,,6.702,0.753,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
74,4,604,9.64,1.064,False,1740,sample3,PAW72062,5.592,0.547,12,0,0,17.873,0.758,49.694,59.85,70.97,-30,-40,-50,16.524,4.44,0.562,3009,multiple,0,59,48389,224.05,2.2,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,2317,0
75,1,0,3.6,0.904,True,0,sample3,PAW72062,6.056,0.664,12,2,1,14.903,0.961,39.387,48.245,57.463,-30,-40,-50,13.506,5.144,0.496,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55056,0,106.63,62.6,55056,0.0,0,0,0,0,0,0
75,2,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
75,3,0,2.23,0.478,True,0,sample3,PAW72062,3.231,0.867,12,1,1,11.931,1.234,28.664,33.333,38.225,-30,-40,-50,29.87,3.505,0.671,0,single_pore,0,0,32,,,0,12.658,1,13,-177,6,20045,35049,120.97,47.0,20045,0.0,0,0,0,0,0,0
75,4,0,,,False,0,sample3,PAW72062,,,12,0,0,,,,,,-30,-40,-50,,,,0,saturated,0,0,0,,,0,12.658,1,13,-177,6,0,0,,,0,0.0,0,0,0,0,0,0
76,1,2532,3.9,0.904,True,121,sample3,PAW72062,5.477,0.555,12,1,1,14.446,0.716,38.481,47.325,56.559,-30,-40,-50,12.492,4.831,0.535,0,single_pore,0,8629,205,214.19,1.04,0,12.658,1,13,-177,6,44214,0,108.82,63.8,55496,0.0,0,0,0,0,67,0
76,2,1011,2.8,0.896,True,0,sample3,PAW72062,5.403,0.531,12,2,1,14.388,0.598,38.098,46.914,56.01,-30,-40,-50,12.483,4.762,0.464,0,single_pore,0,293,259,211.74,1.17,0,12.658,1,13,-177,6,55047,0,110.59,60.0,56351,0.0,0,0,0,0,0,0
76,3,0,3.49,0.892,True,54,sample3,PAW72062,5.257,0.561,12,3,1,14.156,0.75,37.897,46.638,55.728,-30,-40,-50,12.435,4.574,0.572,0,single_pore,0,1995,162,210.98,1.93,0,12.658,1,13,-177,6,49687,0,105.78,60.7,51736,0.0,0,5003,0,0,0,0
76,4,0,5.4,0.903,True,0,sample3,PAW72062,5.293,0.512,12,4,1,14.208,0.644,38.334,47.091,56.388,-30,-40,-50,12.351,4.656,0.496,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55040,0,101.77,62.1,55040,0.0,0,0,0,0,0,0
77,1,0,3.06,0.891,True,0,sample3,PAW72062,5.218,0.464,12,1,1,13.954,0.659,37.735,46.492,55.555,-30,-40,-50,12.289,4.431,0.566,0,single_pore,0,0,0,,,0,12.658,1,13,-177,6,55103,0,106.69,58.1,55103,0.0,0,0,0,0,0,0
